primary_category,category_text,purpose,cluster_id,semantic_cluster,sleep,eatdrink,selfcare,paidwork,educatn,foodprep,cleanetc,maintain,shopserv,garden,petcare,eldcare,pkidcare,ikidcare,religion,volorgwk,commute,travel,sportex,tvradio,read,compint,goout,leisure,n_allowed_activities
vegetarian_restaurant,vegetarian restaurant,LEISURE,1,food_drink,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,6
venezuelan_restaurant,venezuelan restaurant,LEISURE,1,food_drink,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,6
vietnamese_restaurant,vietnamese restaurant,LEISURE,1,food_drink,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,6
waffle_restaurant,waffle restaurant,LEISURE,1,food_drink,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,6
whiskey_bar,whiskey bar,LEISURE,1,food_drink,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,6
wine_bar,wine bar,LEISURE,1,food_drink,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,6
winery,winery,LEISURE,4,food_drink,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,6
acupuncture,acupuncture,HEALTH,0,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
aromatherapy,aromatherapy,HEALTH,0,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
cannabis_clinic,cannabis clinic,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
childrens_hospital,childrens hospital,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
chiropractor,chiropractor,HEALTH,0,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
clinical_laboratories,clinical laboratories,HEALTH,0,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
cosmetic_dentist,cosmetic dentist,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
counseling_and_mental_health,counseling and mental health,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
dentist,dentist,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
dialysis_clinic,dialysis clinic,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
doctor,doctor,HEALTH,0,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
eye_care_clinic,eye care clinic,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
general_dentistry,general dentistry,HEALTH,0,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
health_and_medical,health and medical,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
health_and_wellness_club,health and wellness club,OTHER,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
health_department,health department,OTHER,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
home_health_care,home health care,OTHER,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
hospital,hospital,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
medical_center,medical center,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
medical_law,medical law,OTHER,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
medical_research_and_development,medical research and development,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
medical_school,medical school,STUDIES,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
medical_supply,medical supply,PURCHASE,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
nursing_school,nursing school,STUDIES,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
occupational_therapy,occupational therapy,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
optometrist,optometrist,HEALTH,0,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
pediatric_dentist,pediatric dentist,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
physical_therapy,physical therapy,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
urgent_care_clinic,urgent care clinic,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
veterinarian,veterinarian,HEALTH,12,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
womens_health_clinic,womens health clinic,HEALTH,1,health_care,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,4
apartments,apartments,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
assisted_living_facility,assisted living facility,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
commercial_real_estate,commercial real estate,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
home_cleaning,home cleaning,PURCHASE,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
home_developer,home developer,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
home_inspector,home inspector,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
home_security,home security,PURCHASE,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
home_staging,home staging,PURCHASE,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
homeless_shelter,homeless shelter,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
housing_authorities,housing authorities,OTHER,0,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
property_management,property management,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
real_estate,real estate,PURCHASE,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
real_estate_agent,real estate agent,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
real_estate_investment,real estate investment,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
real_estate_law,real estate law,OTHER,1,home_residential,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,16
active_life,active life,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
agricultural_cooperatives,agricultural cooperatives,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
alternative_medicine,alternative medicine,HEALTH,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
anesthesiologist,anesthesiologist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
animation_studio,animation studio,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
archery_range,archery range,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
architectural_designer,architectural designer,WORK,3,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
armed_forces_branch,armed forces branch,WORK,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
art_restoration,art restoration,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
astrologer,astrologer,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
auction_house,auction house,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
audiologist,audiologist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
b2b_apparel,b2b apparel,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
b2b_electronic_equipment,b2b electronic equipment,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
b2b_jewelers,b2b jewelers,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
b2b_science_and_technology,b2b science and technology,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
b2b_textiles,b2b textiles,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
badminton_court,badminton court,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
baseball_field,baseball field,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
basketball_court,basketball court,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
bathroom_remodeling,bathroom remodeling,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
bed_and_breakfast,bed and breakfast,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
beer_wine_and_spirits,beer wine and spirits,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
betting_center,betting center,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
bingo_hall,bingo hall,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
blood_and_plasma_donation_center,blood and plasma donation center,HEALTH,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
boat_tours,boat tours,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
book_magazine_distribution,book magazine distribution,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
bowling_alley,bowling alley,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
brasserie,brasserie,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
bridge,bridge,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
broadcasting_media_production,broadcasting media production,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
brokers,brokers,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
cabin,cabin,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
canal,canal,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
cannabis_dispensary,cannabis dispensary,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
castle,castle,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
caterer,caterer,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
cave,cave,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
cemeteries,cemeteries,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
check_cashing_payday_loans,check cashing payday loans,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
chimney_sweep,chimney sweep,PURCHASE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
chocolatier,chocolatier,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
choir,choir,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
circus,circus,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
collection_agencies,collection agencies,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
comedy_club,comedy club,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
commercial_refrigeration,commercial refrigeration,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
community_center,community center,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
computer_coaching,computer coaching,STUDIES,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
computer_wholesaler,computer wholesaler,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
condominium,condominium,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
contract_law,contract law,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
convents_and_monasteries,convents and monasteries,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
cottage,cottage,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
countertop_installation,countertop installation,PURCHASE,2,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
credit_and_debt_counseling,credit and debt counseling,HEALTH,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
credit_union,credit union,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
cricket_ground,cricket ground,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
criminal_defense_law,criminal defense law,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
cultural_center,cultural center,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
currency_exchange,currency exchange,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
damage_restoration,damage restoration,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
delicatessen,delicatessen,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
dermatologist,dermatologist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
distillery,distillery,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
diving_center,diving center,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
dog_walkers,dog walkers,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
doner_kebab,doner kebab,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
donuts,donuts,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
driving_range,driving range,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
dry_cleaning,dry cleaning,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
dui_law,dui law,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
ear_nose_and_throat,ear nose and throat,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
electric_utility_provider,electric utility provider,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
electrical_wholesaler,electrical wholesaler,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
electrician,electrician,PURCHASE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
emergency_room,emergency room,HEALTH,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
emissions_inspection,emissions inspection,PURCHASE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
employment_agencies,employment agencies,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
employment_law,employment law,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
endocrinologist,endocrinologist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
endodontist,endodontist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
energy_equipment_and_solution,energy equipment and solution,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
environmental_conservation_and_ecological_organizations,environmental conservation and ecological organizations,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
environmental_conservation_organization,environmental conservation organization,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
equestrian_facility,equestrian facility,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
escape_rooms,escape rooms,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
eyewear_and_optician,eyewear and optician,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fair,fair,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fashion,fashion,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fencing_club,fencing club,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fertility,fertility,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
financial_advising,financial advising,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fire_department,fire department,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fishing_charter,fishing charter,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fishing_club,fishing club,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fishmonger,fishmonger,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
flyboarding_center,flyboarding center,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fmcg_wholesaler,fmcg wholesaler,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
football_club,football club,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
forest,forest,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fort,fort,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fountain,fountain,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
fruits_and_vegetables,fruits and vegetables,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
gastroenterologist,gastroenterologist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
gelato,gelato,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
genealogists,genealogists,PURCHASE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
gerontologist,gerontologist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
glass_blowing,glass blowing,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
go_kart_club,go kart club,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
go_kart_track,go kart track,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
graphic_designer,graphic designer,WORK,3,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
gun_and_ammo,gun and ammo,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
hair_extensions,hair extensions,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
hair_removal,hair removal,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
hair_replacement,hair replacement,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
halfway_house,halfway house,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
handyman,handyman,PURCHASE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
haunted_house,haunted house,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
hearing_aids,hearing aids,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
heliports,heliports,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
historical_tours,historical tours,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
hockey_field,hockey field,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
horse_boarding,horse boarding,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
horse_riding,horse riding,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
hospice,hospice,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
hostel,hostel,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
hot_air_balloons_tour,hot air balloons tour,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
