primary_category,category_text,purpose,cluster_id,semantic_cluster,sleep,eatdrink,selfcare,paidwork,educatn,foodprep,cleanetc,maintain,shopserv,garden,petcare,eldcare,pkidcare,ikidcare,religion,volorgwk,commute,travel,sportex,tvradio,read,compint,goout,leisure,n_allowed_activities
private_association,private association,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
private_investigation,private investigation,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
process_servers,process servers,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
prosthetics,prosthetics,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
prosthodontist,prosthodontist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
psychiatrist,psychiatrist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
psychic,psychic,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
psychologist,psychologist,HEALTH,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
psychotherapist,psychotherapist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
pulmonologist,pulmonologist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
quay,quay,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
race_track,race track,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
racquetball_court,racquetball court,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
radiologist,radiologist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
rafting_kayaking_area,rafting kayaking area,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
record_label,record label,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
recording_and_rehearsal_studio,recording and rehearsal studio,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
recycling_center,recycling center,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
reflexology,reflexology,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
rehabilitation_center,rehabilitation center,HEALTH,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
resort,resort,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
rheumatologist,rheumatologist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
ride_sharing,ride sharing,PURCHASE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
river,river,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
rodeo,rodeo,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
roller_skating_rink,roller skating rink,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
roofing,roofing,PURCHASE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
rugby_pitch,rugby pitch,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
salsa_club,salsa club,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
sauna,sauna,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
screen_printing_t_shirt_printing,screen printing t shirt printing,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
scuba_diving_center,scuba diving center,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
scuba_diving_instruction,scuba diving instruction,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
sculpture_statue,sculpture statue,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
seaplane_bases,seaplane bases,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
security_systems,security systems,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
self_storage_facility,self storage facility,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
sewing_and_alterations,sewing and alterations,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
sex_therapist,sex therapist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
shipping_center,shipping center,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
shooting_range,shooting range,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
sign_making,sign making,OTHER,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
skating_rink,skating rink,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
ski_resort,ski resort,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
sky_diving,sky diving,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
soccer_club,soccer club,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
soccer_field,soccer field,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
social_club,social club,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
software_development,software development,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
solar_installation,solar installation,PURCHASE,2,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
speakeasy,speakeasy,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
speech_therapist,speech therapist,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
squash_court,squash court,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
storage_facility,storage facility,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
strip_club,strip club,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
structural_engineer,structural engineer,WORK,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
structure_and_geography,structure and geography,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
sugaring,sugaring,PURCHASE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
surfing,surfing,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
surgeon,surgeon,HEALTH,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
surgical_appliances_and_supplies,surgical appliances and supplies,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
surgical_center,surgical center,HEALTH,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
tai_chi_studio,tai chi studio,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
tattoo_and_piercing,tattoo and piercing,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
tax_law,tax law,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
teeth_whitening,teeth whitening,HEALTH,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
telecommunications,telecommunications,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
test_preparation,test preparation,STUDIES,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
theatre,theatre,LEISURE,0,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
theatrical_productions,theatrical productions,WORK,17,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
ticket_sales,ticket sales,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
tiling,tiling,PURCHASE,16,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
tours,tours,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
town_hall,town hall,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
trusts,trusts,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
tv_mounting,tv mounting,OTHER,14,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
urologist,urologist,OTHER,13,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
used_vintage_and_consignment,used vintage and consignment,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
videographer,videographer,PURCHASE,11,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
vitamins_and_supplements,vitamins and supplements,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
volleyball_court,volleyball court,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
waterfall,waterfall,LEISURE,9,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
waxing,waxing,PURCHASE,8,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
web_designer,web designer,WORK,3,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
wedding_chapel,wedding chapel,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
wedding_planning,wedding planning,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
weight_loss_center,weight loss center,HEALTH,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
well_drilling,well drilling,PURCHASE,6,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
wholesale_grocer,wholesale grocer,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
wholesaler,wholesaler,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
wildlife_control,wildlife control,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
wildlife_sanctuary,wildlife sanctuary,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
wills_trusts_and_probate,wills trusts and probate,OTHER,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
windows_installation,windows installation,PURCHASE,2,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
wine_wholesaler,wine wholesaler,PURCHASE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
wood_and_pulp,wood and pulp,WORK,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
youth_organizations,youth organizations,LEISURE,1,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
,nan,OTHER,7,other_mixed,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4
amusement_park,amusement park,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
aquarium,aquarium,LEISURE,0,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
attractions_and_activities,attractions and activities,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
beach,beach,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
beer_garden,beer garden,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
boot_camp,boot camp,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
botanical_garden,botanical garden,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
campground,campground,LEISURE,0,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
campus_building,campus building,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
dog_park,dog park,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
gardener,gardener,LEISURE,0,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
hiking_trail,hiking trail,LEISURE,0,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
home_and_garden,home and garden,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
memorial_park,memorial park,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
mountain_bike_trails,mountain bike trails,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
national_park,national park,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
nature_reserve,nature reserve,LEISURE,0,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
nursery_and_gardening,nursery and gardening,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
outdoor_gear,outdoor gear,OTHER,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
park,park,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
parking,parking,OTHER,0,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
petting_zoo,petting zoo,LEISURE,5,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
rv_park,rv park,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
state_park,state park,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
trailer_dealer,trailer dealer,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
water_park,water park,LEISURE,1,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
zoo,zoo,LEISURE,5,parks_outdoors,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,7
abuse_and_addiction_treatment,abuse and addiction treatment,HEALTH,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
accountant,accountant,OTHER,0,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
agricultural_service,agricultural service,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
aircraft_repair,aircraft repair,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
alcohol_and_drug_treatment_centers,alcohol and drug treatment centers,HEALTH,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
ambulance_and_ems_services,ambulance and ems services,HEALTH,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
animal_rescue_service,animal rescue service,OTHER,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
appliance_repair_service,appliance repair service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
appraisal_services,appraisal services,OTHER,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
archaeological_services,archaeological services,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
art_restoration_service,art restoration service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
atms,atms,OTHER,0,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
atv_rentals_and_tours,atv rentals and tours,LEISURE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
auto_glass_service,auto glass service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
auto_restoration_services,auto restoration services,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
automation_services,automation services,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
automobile_registration_service,automobile registration service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
automotive_repair,automotive repair,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
automotive_services_and_repair,automotive services and repair,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
automotive_wheel_polishing_service,automotive wheel polishing service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
bank_credit_union,bank credit union,OTHER,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
bank_equipment_service,bank equipment service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
banks,banks,OTHER,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
beauty_and_spa,beauty and spa,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
beauty_product_supplier,beauty product supplier,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
beauty_salon,beauty salon,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
bike_rentals,bike rentals,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
bike_repair_maintenance,bike repair maintenance,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
boat_rental_and_training,boat rental and training,STUDIES,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
boat_service_and_repair,boat service and repair,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
business_management_services,business management services,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
business_to_business_services,business to business services,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
canoe_and_kayak_hire_service,canoe and kayak hire service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
car_rental_agency,car rental agency,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
child_protection_service,child protection service,OTHER,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
cleaning_services,cleaning services,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
community_services_non_profits,community services non profits,OTHER,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
construction_services,construction services,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
copywriting_service,copywriting service,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
corporate_entertainment_services,corporate entertainment services,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
cosmetic_and_beauty_supplies,cosmetic and beauty supplies,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
courier_and_delivery_services,courier and delivery services,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
coworking_space,coworking space,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
day_spa,day spa,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
diagnostic_services,diagnostic services,HEALTH,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
disability_services_and_support_organization,disability services and support organization,OTHER,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
distribution_services,distribution services,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
dj_service,dj service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
educational_services,educational services,STUDIES,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
elevator_service,elevator service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
emergency_roadside_service,emergency roadside service,PURCHASE,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
engineering_services,engineering services,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
environmental_and_ecological_services_for_businesses,environmental and ecological services for businesses,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
escrow_services,escrow services,OTHER,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
event_technology_service,event technology service,WORK,1,personal_services,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
