primary_category,purpose,category_text,source,gparis_poi_tessellation,local_observed_count,cluster_id,semantic_cluster
uzbek_restaurant,LEISURE,uzbek restaurant,citybehavex/category/unique_categories.csv,2,2,1,food_drink
vegan_restaurant,LEISURE,vegan restaurant,citybehavex/category/unique_categories.csv,73,73,1,food_drink
vegetarian_restaurant,LEISURE,vegetarian restaurant,citybehavex/category/unique_categories.csv,126,126,1,food_drink
venezuelan_restaurant,LEISURE,venezuelan restaurant,citybehavex/category/unique_categories.csv,9,9,1,food_drink
vietnamese_restaurant,LEISURE,vietnamese restaurant,citybehavex/category/unique_categories.csv,521,521,1,food_drink
waffle_restaurant,LEISURE,waffle restaurant,citybehavex/category/unique_categories.csv,15,15,1,food_drink
whiskey_bar,LEISURE,whiskey bar,citybehavex/category/unique_categories.csv,3,3,1,food_drink
wine_bar,LEISURE,wine bar,citybehavex/category/unique_categories.csv,449,449,1,food_drink
winery,LEISURE,winery,citybehavex/category/unique_categories.csv,81,81,4,food_drink
acupuncture,HEALTH,acupuncture,citybehavex/category/unique_categories.csv,45,45,0,health_care
aromatherapy,HEALTH,aromatherapy,citybehavex/category/unique_categories.csv,13,13,0,health_care
cannabis_clinic,HEALTH,cannabis clinic,citybehavex/category/unique_categories.csv,43,43,1,health_care
childrens_hospital,HEALTH,childrens hospital,citybehavex/category/unique_categories.csv,10,10,1,health_care
chiropractor,HEALTH,chiropractor,citybehavex/category/unique_categories.csv,178,178,0,health_care
clinical_laboratories,HEALTH,clinical laboratories,citybehavex/category/unique_categories.csv,247,247,0,health_care
cosmetic_dentist,HEALTH,cosmetic dentist,citybehavex/category/unique_categories.csv,24,24,1,health_care
counseling_and_mental_health,HEALTH,counseling and mental health,citybehavex/category/unique_categories.csv,454,454,1,health_care
dentist,HEALTH,dentist,citybehavex/category/unique_categories.csv,922,922,1,health_care
dialysis_clinic,HEALTH,dialysis clinic,citybehavex/category/unique_categories.csv,7,7,1,health_care
doctor,HEALTH,doctor,citybehavex/category/unique_categories.csv,1121,1121,0,health_care
eye_care_clinic,HEALTH,eye care clinic,citybehavex/category/unique_categories.csv,134,134,1,health_care
general_dentistry,HEALTH,general dentistry,citybehavex/category/unique_categories.csv,92,92,0,health_care
health_and_medical,HEALTH,health and medical,citybehavex/category/unique_categories.csv,1137,1137,1,health_care
health_and_wellness_club,OTHER,health and wellness club,citybehavex/category/unique_categories.csv,189,189,1,health_care
health_department,OTHER,health department,citybehavex/category/unique_categories.csv,7,7,1,health_care
home_health_care,OTHER,home health care,citybehavex/category/unique_categories.csv,324,324,1,health_care
hospital,HEALTH,hospital,citybehavex/category/unique_categories.csv,1216,1216,1,health_care
medical_center,HEALTH,medical center,citybehavex/category/unique_categories.csv,900,900,1,health_care
medical_law,OTHER,medical law,citybehavex/category/unique_categories.csv,6,6,1,health_care
medical_research_and_development,HEALTH,medical research and development,citybehavex/category/unique_categories.csv,222,222,1,health_care
medical_school,STUDIES,medical school,citybehavex/category/unique_categories.csv,42,42,1,health_care
medical_supply,PURCHASE,medical supply,citybehavex/category/unique_categories.csv,164,164,1,health_care
nursing_school,STUDIES,nursing school,citybehavex/category/unique_categories.csv,9,9,1,health_care
occupational_therapy,HEALTH,occupational therapy,citybehavex/category/unique_categories.csv,30,30,1,health_care
optometrist,HEALTH,optometrist,citybehavex/category/unique_categories.csv,297,297,0,health_care
pediatric_dentist,HEALTH,pediatric dentist,citybehavex/category/unique_categories.csv,10,10,1,health_care
physical_therapy,HEALTH,physical therapy,citybehavex/category/unique_categories.csv,454,454,1,health_care
urgent_care_clinic,HEALTH,urgent care clinic,citybehavex/category/unique_categories.csv,1,1,1,health_care
veterinarian,HEALTH,veterinarian,citybehavex/category/unique_categories.csv,717,717,12,health_care
womens_health_clinic,HEALTH,womens health clinic,citybehavex/category/unique_categories.csv,8,8,1,health_care
apartments,OTHER,apartments,citybehavex/category/unique_categories.csv,2,2,1,home_residential
assisted_living_facility,OTHER,assisted living facility,citybehavex/category/unique_categories.csv,145,145,1,home_residential
commercial_real_estate,OTHER,commercial real estate,citybehavex/category/unique_categories.csv,86,86,1,home_residential
home_cleaning,PURCHASE,home cleaning,citybehavex/category/unique_categories.csv,740,740,1,home_residential
home_developer,OTHER,home developer,citybehavex/category/unique_categories.csv,202,202,1,home_residential
home_inspector,OTHER,home inspector,citybehavex/category/unique_categories.csv,65,65,1,home_residential
home_security,PURCHASE,home security,citybehavex/category/unique_categories.csv,202,202,1,home_residential
home_staging,PURCHASE,home staging,citybehavex/category/unique_categories.csv,5,5,1,home_residential
homeless_shelter,OTHER,homeless shelter,citybehavex/category/unique_categories.csv,35,35,1,home_residential
housing_authorities,OTHER,housing authorities,citybehavex/category/unique_categories.csv,23,23,0,home_residential
property_management,OTHER,property management,citybehavex/category/unique_categories.csv,442,442,1,home_residential
real_estate,PURCHASE,real estate,citybehavex/category/unique_categories.csv,3619,3619,1,home_residential
real_estate_agent,OTHER,real estate agent,citybehavex/category/unique_categories.csv,4277,4277,1,home_residential
real_estate_investment,OTHER,real estate investment,citybehavex/category/unique_categories.csv,37,37,1,home_residential
real_estate_law,OTHER,real estate law,citybehavex/category/unique_categories.csv,30,30,1,home_residential
active_life,LEISURE,active life,citybehavex/category/unique_categories.csv,867,867,0,other_mixed
agricultural_cooperatives,WORK,agricultural cooperatives,citybehavex/category/unique_categories.csv,57,57,1,other_mixed
alternative_medicine,HEALTH,alternative medicine,citybehavex/category/unique_categories.csv,118,118,1,other_mixed
anesthesiologist,HEALTH,anesthesiologist,citybehavex/category/unique_categories.csv,3,3,0,other_mixed
animation_studio,WORK,animation studio,citybehavex/category/unique_categories.csv,37,37,1,other_mixed
archery_range,LEISURE,archery range,citybehavex/category/unique_categories.csv,39,39,1,other_mixed
architectural_designer,WORK,architectural designer,citybehavex/category/unique_categories.csv,1030,1030,3,other_mixed
armed_forces_branch,WORK,armed forces branch,citybehavex/category/unique_categories.csv,73,73,0,other_mixed
art_restoration,PURCHASE,art restoration,citybehavex/category/unique_categories.csv,75,75,1,other_mixed
astrologer,LEISURE,astrologer,citybehavex/category/unique_categories.csv,55,55,0,other_mixed
auction_house,OTHER,auction house,citybehavex/category/unique_categories.csv,109,109,1,other_mixed
audiologist,HEALTH,audiologist,citybehavex/category/unique_categories.csv,273,273,0,other_mixed
b2b_apparel,WORK,b2b apparel,citybehavex/category/unique_categories.csv,21,21,1,other_mixed
b2b_electronic_equipment,WORK,b2b electronic equipment,citybehavex/category/unique_categories.csv,55,55,1,other_mixed
b2b_jewelers,WORK,b2b jewelers,citybehavex/category/unique_categories.csv,59,59,1,other_mixed
b2b_science_and_technology,WORK,b2b science and technology,citybehavex/category/unique_categories.csv,44,44,1,other_mixed
b2b_textiles,WORK,b2b textiles,citybehavex/category/unique_categories.csv,115,115,1,other_mixed
badminton_court,LEISURE,badminton court,citybehavex/category/unique_categories.csv,24,24,1,other_mixed
baseball_field,LEISURE,baseball field,citybehavex/category/unique_categories.csv,13,13,1,other_mixed
basketball_court,LEISURE,basketball court,citybehavex/category/unique_categories.csv,25,25,1,other_mixed
bathroom_remodeling,PURCHASE,bathroom remodeling,citybehavex/category/unique_categories.csv,4,4,1,other_mixed
bed_and_breakfast,LEISURE,bed and breakfast,citybehavex/category/unique_categories.csv,314,314,1,other_mixed
beer_wine_and_spirits,OTHER,beer wine and spirits,citybehavex/category/unique_categories.csv,14,14,1,other_mixed
betting_center,LEISURE,betting center,citybehavex/category/unique_categories.csv,11,11,1,other_mixed
bingo_hall,LEISURE,bingo hall,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
blood_and_plasma_donation_center,HEALTH,blood and plasma donation center,citybehavex/category/unique_categories.csv,30,30,1,other_mixed
boat_tours,LEISURE,boat tours,citybehavex/category/unique_categories.csv,31,31,1,other_mixed
book_magazine_distribution,WORK,book magazine distribution,citybehavex/category/unique_categories.csv,28,28,1,other_mixed
bowling_alley,LEISURE,bowling alley,citybehavex/category/unique_categories.csv,57,57,0,other_mixed
brasserie,LEISURE,brasserie,citybehavex/category/unique_categories.csv,132,132,0,other_mixed
bridge,OTHER,bridge,citybehavex/category/unique_categories.csv,207,207,0,other_mixed
broadcasting_media_production,WORK,broadcasting media production,citybehavex/category/unique_categories.csv,471,471,1,other_mixed
brokers,OTHER,brokers,citybehavex/category/unique_categories.csv,36,36,1,other_mixed
cabin,OTHER,cabin,citybehavex/category/unique_categories.csv,8,8,0,other_mixed
canal,LEISURE,canal,citybehavex/category/unique_categories.csv,17,17,0,other_mixed
cannabis_dispensary,OTHER,cannabis dispensary,citybehavex/category/unique_categories.csv,7,7,1,other_mixed
castle,LEISURE,castle,citybehavex/category/unique_categories.csv,169,169,0,other_mixed
caterer,OTHER,caterer,citybehavex/category/unique_categories.csv,1114,1114,0,other_mixed
cave,LEISURE,cave,citybehavex/category/unique_categories.csv,14,14,0,other_mixed
cemeteries,OTHER,cemeteries,citybehavex/category/unique_categories.csv,29,29,1,other_mixed
check_cashing_payday_loans,OTHER,check cashing payday loans,citybehavex/category/unique_categories.csv,4,4,0,other_mixed
chimney_sweep,PURCHASE,chimney sweep,citybehavex/category/unique_categories.csv,23,23,0,other_mixed
chocolatier,OTHER,chocolatier,citybehavex/category/unique_categories.csv,795,795,0,other_mixed
choir,LEISURE,choir,citybehavex/category/unique_categories.csv,21,21,0,other_mixed
circus,LEISURE,circus,citybehavex/category/unique_categories.csv,65,65,1,other_mixed
collection_agencies,OTHER,collection agencies,citybehavex/category/unique_categories.csv,18,18,1,other_mixed
comedy_club,LEISURE,comedy club,citybehavex/category/unique_categories.csv,151,151,1,other_mixed
commercial_refrigeration,OTHER,commercial refrigeration,citybehavex/category/unique_categories.csv,17,17,1,other_mixed
community_center,LEISURE,community center,citybehavex/category/unique_categories.csv,224,224,1,other_mixed
computer_coaching,STUDIES,computer coaching,citybehavex/category/unique_categories.csv,215,215,1,other_mixed
computer_wholesaler,PURCHASE,computer wholesaler,citybehavex/category/unique_categories.csv,6,6,1,other_mixed
condominium,OTHER,condominium,citybehavex/category/unique_categories.csv,61,61,0,other_mixed
contract_law,OTHER,contract law,citybehavex/category/unique_categories.csv,2,2,1,other_mixed
convents_and_monasteries,OTHER,convents and monasteries,citybehavex/category/unique_categories.csv,27,27,1,other_mixed
cottage,OTHER,cottage,citybehavex/category/unique_categories.csv,32,32,0,other_mixed
countertop_installation,PURCHASE,countertop installation,citybehavex/category/unique_categories.csv,98,98,2,other_mixed
credit_and_debt_counseling,HEALTH,credit and debt counseling,citybehavex/category/unique_categories.csv,41,41,1,other_mixed
credit_union,OTHER,credit union,citybehavex/category/unique_categories.csv,35,35,1,other_mixed
cricket_ground,OTHER,cricket ground,citybehavex/category/unique_categories.csv,2,2,0,other_mixed
criminal_defense_law,OTHER,criminal defense law,citybehavex/category/unique_categories.csv,68,68,1,other_mixed
cultural_center,OTHER,cultural center,citybehavex/category/unique_categories.csv,760,760,1,other_mixed
currency_exchange,OTHER,currency exchange,citybehavex/category/unique_categories.csv,93,93,0,other_mixed
damage_restoration,PURCHASE,damage restoration,citybehavex/category/unique_categories.csv,52,52,1,other_mixed
delicatessen,LEISURE,delicatessen,citybehavex/category/unique_categories.csv,278,278,0,other_mixed
dermatologist,HEALTH,dermatologist,citybehavex/category/unique_categories.csv,106,106,0,other_mixed
distillery,LEISURE,distillery,citybehavex/category/unique_categories.csv,17,17,0,other_mixed
diving_center,LEISURE,diving center,citybehavex/category/unique_categories.csv,6,6,1,other_mixed
dog_walkers,PURCHASE,dog walkers,citybehavex/category/unique_categories.csv,19,19,1,other_mixed
doner_kebab,LEISURE,doner kebab,citybehavex/category/unique_categories.csv,201,201,0,other_mixed
donuts,LEISURE,donuts,citybehavex/category/unique_categories.csv,40,40,0,other_mixed
driving_range,LEISURE,driving range,citybehavex/category/unique_categories.csv,7,7,1,other_mixed
dry_cleaning,PURCHASE,dry cleaning,citybehavex/category/unique_categories.csv,393,393,1,other_mixed
dui_law,OTHER,dui law,citybehavex/category/unique_categories.csv,2,2,1,other_mixed
ear_nose_and_throat,OTHER,ear nose and throat,citybehavex/category/unique_categories.csv,17,17,1,other_mixed
electric_utility_provider,OTHER,electric utility provider,citybehavex/category/unique_categories.csv,37,37,1,other_mixed
electrical_wholesaler,PURCHASE,electrical wholesaler,citybehavex/category/unique_categories.csv,24,24,1,other_mixed
electrician,PURCHASE,electrician,citybehavex/category/unique_categories.csv,659,659,0,other_mixed
emergency_room,HEALTH,emergency room,citybehavex/category/unique_categories.csv,23,23,1,other_mixed
emissions_inspection,PURCHASE,emissions inspection,citybehavex/category/unique_categories.csv,131,131,0,other_mixed
employment_agencies,WORK,employment agencies,citybehavex/category/unique_categories.csv,1112,1112,1,other_mixed
employment_law,OTHER,employment law,citybehavex/category/unique_categories.csv,56,56,1,other_mixed
endocrinologist,HEALTH,endocrinologist,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
endodontist,HEALTH,endodontist,citybehavex/category/unique_categories.csv,10,10,0,other_mixed
energy_equipment_and_solution,WORK,energy equipment and solution,citybehavex/category/unique_categories.csv,42,42,1,other_mixed
environmental_conservation_and_ecological_organizations,WORK,environmental conservation and ecological organizations,citybehavex/category/unique_categories.csv,46,46,1,other_mixed
environmental_conservation_organization,WORK,environmental conservation organization,citybehavex/category/unique_categories.csv,131,131,1,other_mixed
equestrian_facility,LEISURE,equestrian facility,citybehavex/category/unique_categories.csv,273,273,1,other_mixed
escape_rooms,LEISURE,escape rooms,citybehavex/category/unique_categories.csv,129,129,0,other_mixed
eyewear_and_optician,OTHER,eyewear and optician,citybehavex/category/unique_categories.csv,3054,3054,1,other_mixed
fair,LEISURE,fair,citybehavex/category/unique_categories.csv,13,13,0,other_mixed
fashion,PURCHASE,fashion,citybehavex/category/unique_categories.csv,564,564,1,other_mixed
fencing_club,OTHER,fencing club,citybehavex/category/unique_categories.csv,67,67,1,other_mixed
fertility,HEALTH,fertility,citybehavex/category/unique_categories.csv,11,11,0,other_mixed
financial_advising,OTHER,financial advising,citybehavex/category/unique_categories.csv,279,279,1,other_mixed
fire_department,OTHER,fire department,citybehavex/category/unique_categories.csv,191,191,1,other_mixed
fishing_charter,LEISURE,fishing charter,citybehavex/category/unique_categories.csv,4,4,1,other_mixed
fishing_club,LEISURE,fishing club,citybehavex/category/unique_categories.csv,16,16,1,other_mixed
fishmonger,OTHER,fishmonger,citybehavex/category/unique_categories.csv,130,130,0,other_mixed
flyboarding_center,LEISURE,flyboarding center,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
fmcg_wholesaler,PURCHASE,fmcg wholesaler,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
football_club,OTHER,football club,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
forest,LEISURE,forest,citybehavex/category/unique_categories.csv,44,44,0,other_mixed
fort,LEISURE,fort,citybehavex/category/unique_categories.csv,6,6,0,other_mixed
fountain,LEISURE,fountain,citybehavex/category/unique_categories.csv,136,136,0,other_mixed
fruits_and_vegetables,OTHER,fruits and vegetables,citybehavex/category/unique_categories.csv,391,391,1,other_mixed
gastroenterologist,HEALTH,gastroenterologist,citybehavex/category/unique_categories.csv,7,7,0,other_mixed
gelato,LEISURE,gelato,citybehavex/category/unique_categories.csv,51,51,0,other_mixed
genealogists,PURCHASE,genealogists,citybehavex/category/unique_categories.csv,22,22,0,other_mixed
gerontologist,HEALTH,gerontologist,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
glass_blowing,LEISURE,glass blowing,citybehavex/category/unique_categories.csv,14,14,1,other_mixed
go_kart_club,OTHER,go kart club,citybehavex/category/unique_categories.csv,12,12,1,other_mixed
go_kart_track,LEISURE,go kart track,citybehavex/category/unique_categories.csv,4,4,1,other_mixed
graphic_designer,WORK,graphic designer,citybehavex/category/unique_categories.csv,439,439,3,other_mixed
gun_and_ammo,OTHER,gun and ammo,citybehavex/category/unique_categories.csv,25,25,1,other_mixed
hair_extensions,PURCHASE,hair extensions,citybehavex/category/unique_categories.csv,24,24,1,other_mixed
hair_removal,PURCHASE,hair removal,citybehavex/category/unique_categories.csv,50,50,1,other_mixed
hair_replacement,PURCHASE,hair replacement,citybehavex/category/unique_categories.csv,32,32,1,other_mixed
halfway_house,OTHER,halfway house,citybehavex/category/unique_categories.csv,10,10,1,other_mixed
handyman,PURCHASE,handyman,citybehavex/category/unique_categories.csv,32,32,0,other_mixed
haunted_house,LEISURE,haunted house,citybehavex/category/unique_categories.csv,3,3,1,other_mixed
hearing_aids,OTHER,hearing aids,citybehavex/category/unique_categories.csv,129,129,0,other_mixed
heliports,OTHER,heliports,citybehavex/category/unique_categories.csv,4,4,0,other_mixed
historical_tours,LEISURE,historical tours,citybehavex/category/unique_categories.csv,4,4,1,other_mixed
hockey_field,LEISURE,hockey field,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
horse_boarding,PURCHASE,horse boarding,citybehavex/category/unique_categories.csv,89,89,1,other_mixed
horse_riding,LEISURE,horse riding,citybehavex/category/unique_categories.csv,66,66,1,other_mixed
hospice,HEALTH,hospice,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
hostel,OTHER,hostel,citybehavex/category/unique_categories.csv,93,93,0,other_mixed
hot_air_balloons_tour,LEISURE,hot air balloons tour,citybehavex/category/unique_categories.csv,5,5,1,other_mixed
house_sitting,PURCHASE,house sitting,citybehavex/category/unique_categories.csv,5,5,1,other_mixed
hunting_and_fishing_supplies,LEISURE,hunting and fishing supplies,citybehavex/category/unique_categories.csv,23,23,1,other_mixed
ice_skating_rink,LEISURE,ice skating rink,citybehavex/category/unique_categories.csv,23,23,1,other_mixed
image_consultant,PURCHASE,image consultant,citybehavex/category/unique_categories.csv,33,33,1,other_mixed
immigration_law,OTHER,immigration law,citybehavex/category/unique_categories.csv,33,33,1,other_mixed
importer_and_exporter,WORK,importer and exporter,citybehavex/category/unique_categories.csv,44,44,1,other_mixed
indoor_playcenter,LEISURE,indoor playcenter,citybehavex/category/unique_categories.csv,9,9,0,other_mixed
inn,LEISURE,inn,citybehavex/category/unique_categories.csv,7,7,0,other_mixed
installment_loans,OTHER,installment loans,citybehavex/category/unique_categories.csv,81,81,0,other_mixed
interior_design,PURCHASE,interior design,citybehavex/category/unique_categories.csv,879,879,0,other_mixed
investing,OTHER,investing,citybehavex/category/unique_categories.csv,271,271,0,other_mixed
ip_and_internet_law,OTHER,ip and internet law,citybehavex/category/unique_categories.csv,19,19,1,other_mixed
iron_and_steel_industry,WORK,iron and steel industry,citybehavex/category/unique_categories.csv,47,47,1,other_mixed
island,LEISURE,island,citybehavex/category/unique_categories.csv,8,8,0,other_mixed
it_consultant,WORK,it consultant,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
jail_and_prison,OTHER,jail and prison,citybehavex/category/unique_categories.csv,30,30,1,other_mixed
jazz_and_blues,LEISURE,jazz and blues,citybehavex/category/unique_categories.csv,35,35,1,other_mixed
jehovahs_witness_kingdom_hall,OTHER,jehovahs witness kingdom hall,citybehavex/category/unique_categories.csv,3,3,1,other_mixed
junkyard,OTHER,junkyard,citybehavex/category/unique_categories.csv,17,17,0,other_mixed
karaoke,LEISURE,karaoke,citybehavex/category/unique_categories.csv,46,46,0,other_mixed
key_and_locksmith,PURCHASE,key and locksmith,citybehavex/category/unique_categories.csv,704,704,1,other_mixed
kitchen_remodeling,PURCHASE,kitchen remodeling,citybehavex/category/unique_categories.csv,36,36,1,other_mixed
kiteboarding,LEISURE,kiteboarding,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
knitting_supply,PURCHASE,knitting supply,citybehavex/category/unique_categories.csv,3,3,1,other_mixed
labor_union,WORK,labor union,citybehavex/category/unique_categories.csv,551,551,1,other_mixed
laboratory,WORK,laboratory,citybehavex/category/unique_categories.csv,287,287,1,other_mixed
laboratory_testing,HEALTH,laboratory testing,citybehavex/category/unique_categories.csv,519,519,1,other_mixed
lake,LEISURE,lake,citybehavex/category/unique_categories.csv,146,146,0,other_mixed
land_surveying,OTHER,land surveying,citybehavex/category/unique_categories.csv,69,69,0,other_mixed
landmark_and_historical_building,LEISURE,landmark and historical building,citybehavex/category/unique_categories.csv,2356,2356,1,other_mixed
landscaping,PURCHASE,landscaping,citybehavex/category/unique_categories.csv,465,465,0,other_mixed
laser_eye_surgery_lasik,HEALTH,laser eye surgery lasik,citybehavex/category/unique_categories.csv,3,3,1,other_mixed
laser_hair_removal,PURCHASE,laser hair removal,citybehavex/category/unique_categories.csv,192,192,1,other_mixed
laser_tag,LEISURE,laser tag,citybehavex/category/unique_categories.csv,32,32,1,other_mixed
laundromat,OTHER,laundromat,citybehavex/category/unique_categories.csv,403,403,0,other_mixed
law_enforcement,OTHER,law enforcement,citybehavex/category/unique_categories.csv,47,47,1,other_mixed
leather_goods,OTHER,leather goods,citybehavex/category/unique_categories.csv,31,31,1,other_mixed
life_coach,OTHER,life coach,citybehavex/category/unique_categories.csv,387,387,0,other_mixed
lighthouse,LEISURE,lighthouse,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
linen,OTHER,linen,citybehavex/category/unique_categories.csv,101,101,0,other_mixed
livestock_breeder,WORK,livestock breeder,citybehavex/category/unique_categories.csv,16,16,1,other_mixed
lodge,OTHER,lodge,citybehavex/category/unique_categories.csv,18,18,0,other_mixed
lottery_ticket,PURCHASE,lottery ticket,citybehavex/category/unique_categories.csv,3,3,1,other_mixed
lounge,LEISURE,lounge,citybehavex/category/unique_categories.csv,238,238,0,other_mixed
magician,OTHER,magician,citybehavex/category/unique_categories.csv,9,9,0,other_mixed
makeup_artist,PURCHASE,makeup artist,citybehavex/category/unique_categories.csv,53,53,0,other_mixed
marina,LEISURE,marina,citybehavex/category/unique_categories.csv,14,14,0,other_mixed
marriage_or_relationship_counselor,HEALTH,marriage or relationship counselor,citybehavex/category/unique_categories.csv,6,6,1,other_mixed
masonry_concrete,PURCHASE,masonry concrete,citybehavex/category/unique_categories.csv,131,131,0,other_mixed
mass_media,WORK,mass media,citybehavex/category/unique_categories.csv,169,169,1,other_mixed
maternity_centers,HEALTH,maternity centers,citybehavex/category/unique_categories.csv,22,22,1,other_mixed
maternity_wear,HEALTH,maternity wear,citybehavex/category/unique_categories.csv,8,8,1,other_mixed
mattress_manufacturing,WORK,mattress manufacturing,citybehavex/category/unique_categories.csv,6,6,1,other_mixed
meat_wholesaler,PURCHASE,meat wholesaler,citybehavex/category/unique_categories.csv,31,31,1,other_mixed
media_news_website,WORK,media news website,citybehavex/category/unique_categories.csv,29,29,1,other_mixed
meditation_center,OTHER,meditation center,citybehavex/category/unique_categories.csv,40,40,1,other_mixed
metal_fabricator,WORK,metal fabricator,citybehavex/category/unique_categories.csv,120,120,1,other_mixed
mining,WORK,mining,citybehavex/category/unique_categories.csv,4,4,0,other_mixed
mission,OTHER,mission,citybehavex/category/unique_categories.csv,4,4,0,other_mixed
monument,LEISURE,monument,citybehavex/category/unique_categories.csv,536,536,0,other_mixed
mortgage_broker,OTHER,mortgage broker,citybehavex/category/unique_categories.csv,198,198,0,other_mixed
motel,LEISURE,motel,citybehavex/category/unique_categories.csv,10,10,0,other_mixed
mountain,LEISURE,mountain,citybehavex/category/unique_categories.csv,19,19,1,other_mixed
movers,PURCHASE,movers,citybehavex/category/unique_categories.csv,154,154,0,other_mixed
naturopathic_holistic,HEALTH,naturopathic holistic,citybehavex/category/unique_categories.csv,1839,1839,0,other_mixed
neurologist,HEALTH,neurologist,citybehavex/category/unique_categories.csv,6,6,0,other_mixed
neuropathologist,HEALTH,neuropathologist,citybehavex/category/unique_categories.csv,2,2,0,other_mixed
nurse_practitioner,OTHER,nurse practitioner,citybehavex/category/unique_categories.csv,216,216,0,other_mixed
nutritionist,HEALTH,nutritionist,citybehavex/category/unique_categories.csv,382,382,0,other_mixed
observatory,LEISURE,observatory,citybehavex/category/unique_categories.csv,12,12,0,other_mixed
obstetrician_and_gynecologist,HEALTH,obstetrician and gynecologist,citybehavex/category/unique_categories.csv,89,89,1,other_mixed
occupational_safety,WORK,occupational safety,citybehavex/category/unique_categories.csv,60,60,1,other_mixed
oncologist,HEALTH,oncologist,citybehavex/category/unique_categories.csv,12,12,0,other_mixed
onsen,OTHER,onsen,citybehavex/category/unique_categories.csv,2,2,0,other_mixed
opera_and_ballet,LEISURE,opera and ballet,citybehavex/category/unique_categories.csv,13,13,1,other_mixed
ophthalmologist,HEALTH,ophthalmologist,citybehavex/category/unique_categories.csv,55,55,0,other_mixed
oral_surgeon,HEALTH,oral surgeon,citybehavex/category/unique_categories.csv,24,24,1,other_mixed
organization,WORK,organization,citybehavex/category/unique_categories.csv,108,108,1,other_mixed
orthodontist,HEALTH,orthodontist,citybehavex/category/unique_categories.csv,119,119,0,other_mixed
orthopedist,HEALTH,orthopedist,citybehavex/category/unique_categories.csv,51,51,0,other_mixed
osteopathic_physician,HEALTH,osteopathic physician,citybehavex/category/unique_categories.csv,1257,1257,0,other_mixed
package_locker,OTHER,package locker,citybehavex/category/unique_categories.csv,738,738,0,other_mixed
packing_supply,PURCHASE,packing supply,citybehavex/category/unique_categories.csv,18,18,1,other_mixed
paintball,LEISURE,paintball,citybehavex/category/unique_categories.csv,27,27,0,other_mixed
painting,PURCHASE,painting,citybehavex/category/unique_categories.csv,231,231,0,other_mixed
palace,LEISURE,palace,citybehavex/category/unique_categories.csv,22,22,0,other_mixed
pancake_house,LEISURE,pancake house,citybehavex/category/unique_categories.csv,561,561,1,other_mixed
party_supply,PURCHASE,party supply,citybehavex/category/unique_categories.csv,69,69,1,other_mixed
patio_covers,OTHER,patio covers,citybehavex/category/unique_categories.csv,14,14,0,other_mixed
pediatrician,HEALTH,pediatrician,citybehavex/category/unique_categories.csv,39,39,0,other_mixed
periodontist,HEALTH,periodontist,citybehavex/category/unique_categories.csv,4,4,0,other_mixed
personal_assistant,PURCHASE,personal assistant,citybehavex/category/unique_categories.csv,10,10,1,other_mixed
personal_chef,PURCHASE,personal chef,citybehavex/category/unique_categories.csv,11,11,1,other_mixed
personal_injury_law,OTHER,personal injury law,citybehavex/category/unique_categories.csv,11,11,1,other_mixed
pharmaceutical_companies,WORK,pharmaceutical companies,citybehavex/category/unique_categories.csv,93,93,0,other_mixed
photographer,PURCHASE,photographer,citybehavex/category/unique_categories.csv,153,153,0,other_mixed
pier,LEISURE,pier,citybehavex/category/unique_categories.csv,2,2,0,other_mixed
piercing,PURCHASE,piercing,citybehavex/category/unique_categories.csv,3,3,1,other_mixed
planetarium,LEISURE,planetarium,citybehavex/category/unique_categories.csv,1,1,0,other_mixed
plastic_surgeon,HEALTH,plastic surgeon,citybehavex/category/unique_categories.csv,125,125,1,other_mixed
playground,LEISURE,playground,citybehavex/category/unique_categories.csv,77,77,0,other_mixed
plaza,LEISURE,plaza,citybehavex/category/unique_categories.csv,12,12,1,other_mixed
plumbing,PURCHASE,plumbing,citybehavex/category/unique_categories.csv,1061,1061,0,other_mixed
podiatrist,HEALTH,podiatrist,citybehavex/category/unique_categories.csv,193,193,0,other_mixed
police_department,OTHER,police department,citybehavex/category/unique_categories.csv,386,386,1,other_mixed
political_organization,WORK,political organization,citybehavex/category/unique_categories.csv,168,168,1,other_mixed
pool_billiards,LEISURE,pool billiards,citybehavex/category/unique_categories.csv,29,29,1,other_mixed
pool_cleaning,PURCHASE,pool cleaning,citybehavex/category/unique_categories.csv,85,85,1,other_mixed
pool_hall,LEISURE,pool hall,citybehavex/category/unique_categories.csv,1,1,1,other_mixed
print_media,WORK,print media,citybehavex/category/unique_categories.csv,171,171,1,other_mixed
printing_equipment_and_supply,PURCHASE,printing equipment and supply,citybehavex/category/unique_categories.csv,146,146,1,other_mixed
private_association,WORK,private association,citybehavex/category/unique_categories.csv,63,63,1,other_mixed
