primary_category,purpose,category_text,source,gparis_poi_tessellation,local_observed_count,cluster_id,semantic_cluster
baby_gear_and_furniture,OTHER,baby gear and furniture,citybehavex/category/unique_categories.csv,46,46,1,retail_shopping
bagel_shop,PURCHASE,bagel shop,citybehavex/category/unique_categories.csv,82,82,1,retail_shopping
beverage_store,PURCHASE,beverage store,citybehavex/category/unique_categories.csv,212,212,1,retail_shopping
bicycle_shop,PURCHASE,bicycle shop,citybehavex/category/unique_categories.csv,375,375,1,retail_shopping
bookstore,PURCHASE,bookstore,citybehavex/category/unique_categories.csv,1383,1383,1,retail_shopping
boutique,PURCHASE,boutique,citybehavex/category/unique_categories.csv,1349,1349,0,retail_shopping
bridal_shop,PURCHASE,bridal shop,citybehavex/category/unique_categories.csv,277,277,1,retail_shopping
building_supply_store,PURCHASE,building supply store,citybehavex/category/unique_categories.csv,1506,1506,1,retail_shopping
butcher_shop,PURCHASE,butcher shop,citybehavex/category/unique_categories.csv,1201,1201,1,retail_shopping
candy_store,PURCHASE,candy store,citybehavex/category/unique_categories.csv,129,129,1,retail_shopping
car_stereo_store,PURCHASE,car stereo store,citybehavex/category/unique_categories.csv,5,5,1,retail_shopping
carpet_store,PURCHASE,carpet store,citybehavex/category/unique_categories.csv,252,252,1,retail_shopping
cheese_shop,PURCHASE,cheese shop,citybehavex/category/unique_categories.csv,320,320,1,retail_shopping
childrens_clothing_store,PURCHASE,childrens clothing store,citybehavex/category/unique_categories.csv,534,534,1,retail_shopping
clothing_company,WORK,clothing company,citybehavex/category/unique_categories.csv,87,87,1,retail_shopping
clothing_store,PURCHASE,clothing store,citybehavex/category/unique_categories.csv,4859,4859,1,retail_shopping
comic_books_store,PURCHASE,comic books store,citybehavex/category/unique_categories.csv,116,116,1,retail_shopping
computer_store,PURCHASE,computer store,citybehavex/category/unique_categories.csv,124,124,1,retail_shopping
convenience_store,PURCHASE,convenience store,citybehavex/category/unique_categories.csv,1131,1131,1,retail_shopping
costume_store,PURCHASE,costume store,citybehavex/category/unique_categories.csv,86,86,1,retail_shopping
cupcake_shop,PURCHASE,cupcake shop,citybehavex/category/unique_categories.csv,46,46,1,retail_shopping
custom_clothing,OTHER,custom clothing,citybehavex/category/unique_categories.csv,6,6,1,retail_shopping
dairy_stores,PURCHASE,dairy stores,citybehavex/category/unique_categories.csv,1,1,1,retail_shopping
denim_wear_store,PURCHASE,denim wear store,citybehavex/category/unique_categories.csv,1,1,1,retail_shopping
department_store,PURCHASE,department store,citybehavex/category/unique_categories.csv,299,299,1,retail_shopping
discount_store,PURCHASE,discount store,citybehavex/category/unique_categories.csv,437,437,1,retail_shopping
dive_shop,PURCHASE,dive shop,citybehavex/category/unique_categories.csv,1,1,1,retail_shopping
do_it_yourself_store,PURCHASE,do it yourself store,citybehavex/category/unique_categories.csv,40,40,1,retail_shopping
drugstore,HEALTH,drugstore,citybehavex/category/unique_categories.csv,157,157,0,retail_shopping
duty_free_shop,PURCHASE,duty free shop,citybehavex/category/unique_categories.csv,12,12,1,retail_shopping
e_cigarette_store,PURCHASE,e cigarette store,citybehavex/category/unique_categories.csv,377,377,1,retail_shopping
educational_supply_store,STUDIES,educational supply store,citybehavex/category/unique_categories.csv,12,12,1,retail_shopping
electrical_supply_store,PURCHASE,electrical supply store,citybehavex/category/unique_categories.csv,43,43,1,retail_shopping
electronics,OTHER,electronics,citybehavex/category/unique_categories.csv,667,667,0,retail_shopping
fabric_store,PURCHASE,fabric store,citybehavex/category/unique_categories.csv,231,231,1,retail_shopping
farmers_market,PURCHASE,farmers market,citybehavex/category/unique_categories.csv,267,267,1,retail_shopping
fashion_accessories_store,PURCHASE,fashion accessories store,citybehavex/category/unique_categories.csv,526,526,1,retail_shopping
firework_retailer,PURCHASE,firework retailer,citybehavex/category/unique_categories.csv,7,7,0,retail_shopping
flea_market,PURCHASE,flea market,citybehavex/category/unique_categories.csv,66,66,1,retail_shopping
flowers_and_gifts_shop,PURCHASE,flowers and gifts shop,citybehavex/category/unique_categories.csv,2144,2144,1,retail_shopping
framing_store,PURCHASE,framing store,citybehavex/category/unique_categories.csv,55,55,1,retail_shopping
frozen_yoghurt_shop,PURCHASE,frozen yoghurt shop,citybehavex/category/unique_categories.csv,69,69,1,retail_shopping
furniture_assembly,OTHER,furniture assembly,citybehavex/category/unique_categories.csv,210,210,1,retail_shopping
furniture_store,PURCHASE,furniture store,citybehavex/category/unique_categories.csv,2236,2236,1,retail_shopping
gift_shop,PURCHASE,gift shop,citybehavex/category/unique_categories.csv,233,233,1,retail_shopping
grocery_store,PURCHASE,grocery store,citybehavex/category/unique_categories.csv,2745,2745,1,retail_shopping
hair_supply_stores,PURCHASE,hair supply stores,citybehavex/category/unique_categories.csv,206,206,1,retail_shopping
handbag_stores,PURCHASE,handbag stores,citybehavex/category/unique_categories.csv,3,3,1,retail_shopping
hardware_store,PURCHASE,hardware store,citybehavex/category/unique_categories.csv,684,684,1,retail_shopping
hat_shop,PURCHASE,hat shop,citybehavex/category/unique_categories.csv,37,37,1,retail_shopping
herb_and_spice_shop,PURCHASE,herb and spice shop,citybehavex/category/unique_categories.csv,4,4,1,retail_shopping
hobby_shop,PURCHASE,hobby shop,citybehavex/category/unique_categories.csv,108,108,1,retail_shopping
home_goods_store,PURCHASE,home goods store,citybehavex/category/unique_categories.csv,451,451,1,retail_shopping
home_improvement_store,PURCHASE,home improvement store,citybehavex/category/unique_categories.csv,724,724,1,retail_shopping
home_theater_systems_stores,PURCHASE,home theater systems stores,citybehavex/category/unique_categories.csv,4,4,1,retail_shopping
internet_marketing_service,WORK,internet marketing service,citybehavex/category/unique_categories.csv,288,288,1,retail_shopping
jewelry_and_watches_manufacturer,WORK,jewelry and watches manufacturer,citybehavex/category/unique_categories.csv,258,258,1,retail_shopping
jewelry_store,PURCHASE,jewelry store,citybehavex/category/unique_categories.csv,2155,2155,1,retail_shopping
kitchen_supply_store,PURCHASE,kitchen supply store,citybehavex/category/unique_categories.csv,36,36,1,retail_shopping
lighting_store,PURCHASE,lighting store,citybehavex/category/unique_categories.csv,110,110,1,retail_shopping
lingerie_store,PURCHASE,lingerie store,citybehavex/category/unique_categories.csv,445,445,1,retail_shopping
liquor_store,PURCHASE,liquor store,citybehavex/category/unique_categories.csv,1155,1155,1,retail_shopping
luggage_store,PURCHASE,luggage store,citybehavex/category/unique_categories.csv,214,214,1,retail_shopping
lumber_store,PURCHASE,lumber store,citybehavex/category/unique_categories.csv,27,27,1,retail_shopping
machine_shop,PURCHASE,machine shop,citybehavex/category/unique_categories.csv,69,69,1,retail_shopping
marketing_agency,WORK,marketing agency,citybehavex/category/unique_categories.csv,784,784,1,retail_shopping
marketing_consultant,WORK,marketing consultant,citybehavex/category/unique_categories.csv,44,44,1,retail_shopping
mattress_store,PURCHASE,mattress store,citybehavex/category/unique_categories.csv,146,146,1,retail_shopping
mens_clothing_store,PURCHASE,mens clothing store,citybehavex/category/unique_categories.csv,599,599,1,retail_shopping
mobile_phone_store,PURCHASE,mobile phone store,citybehavex/category/unique_categories.csv,709,709,1,retail_shopping
motorsports_store,PURCHASE,motorsports store,citybehavex/category/unique_categories.csv,16,16,1,retail_shopping
music_and_dvd_store,PURCHASE,music and dvd store,citybehavex/category/unique_categories.csv,211,211,1,retail_shopping
musical_instrument_store,PURCHASE,musical instrument store,citybehavex/category/unique_categories.csv,185,185,1,retail_shopping
newspaper_and_magazines_store,PURCHASE,newspaper and magazines store,citybehavex/category/unique_categories.csv,137,137,1,retail_shopping
night_market,LEISURE,night market,citybehavex/category/unique_categories.csv,2,2,1,retail_shopping
online_shop,PURCHASE,online shop,citybehavex/category/unique_categories.csv,52,52,1,retail_shopping
organic_grocery_store,PURCHASE,organic grocery store,citybehavex/category/unique_categories.csv,389,389,1,retail_shopping
outlet_store,PURCHASE,outlet store,citybehavex/category/unique_categories.csv,56,56,1,retail_shopping
pawn_shop,PURCHASE,pawn shop,citybehavex/category/unique_categories.csv,5,5,1,retail_shopping
perfume_store,PURCHASE,perfume store,citybehavex/category/unique_categories.csv,99,99,1,retail_shopping
pet_store,PURCHASE,pet store,citybehavex/category/unique_categories.csv,393,393,1,retail_shopping
pharmacy,HEALTH,pharmacy,citybehavex/category/unique_categories.csv,2775,2775,0,retail_shopping
photography_store_and_services,PURCHASE,photography store and services,citybehavex/category/unique_categories.csv,73,73,1,retail_shopping
pop_up_shop,PURCHASE,pop up shop,citybehavex/category/unique_categories.csv,59,59,1,retail_shopping
reptile_shop,PURCHASE,reptile shop,citybehavex/category/unique_categories.csv,1,1,1,retail_shopping
retail,PURCHASE,retail,citybehavex/category/unique_categories.csv,699,699,0,retail_shopping
sandwich_shop,LEISURE,sandwich shop,citybehavex/category/unique_categories.csv,455,455,1,retail_shopping
shoe_store,PURCHASE,shoe store,citybehavex/category/unique_categories.csv,1421,1421,1,retail_shopping
shopping,PURCHASE,shopping,citybehavex/category/unique_categories.csv,1988,1988,1,retail_shopping
shopping_center,PURCHASE,shopping center,citybehavex/category/unique_categories.csv,439,439,1,retail_shopping
skate_shop,PURCHASE,skate shop,citybehavex/category/unique_categories.csv,20,20,1,retail_shopping
ski_and_snowboard_shop,PURCHASE,ski and snowboard shop,citybehavex/category/unique_categories.csv,5,5,1,retail_shopping
souvenir_shop,PURCHASE,souvenir shop,citybehavex/category/unique_categories.csv,47,47,1,retail_shopping
specialty_grocery_store,PURCHASE,specialty grocery store,citybehavex/category/unique_categories.csv,294,294,1,retail_shopping
supermarket,PURCHASE,supermarket,citybehavex/category/unique_categories.csv,4347,4347,0,retail_shopping
superstore,PURCHASE,superstore,citybehavex/category/unique_categories.csv,24,24,0,retail_shopping
surf_shop,PURCHASE,surf shop,citybehavex/category/unique_categories.csv,6,6,1,retail_shopping
swimwear_store,PURCHASE,swimwear store,citybehavex/category/unique_categories.csv,21,21,1,retail_shopping
telemarketing_services,PURCHASE,telemarketing services,citybehavex/category/unique_categories.csv,15,15,1,retail_shopping
thrift_store,PURCHASE,thrift store,citybehavex/category/unique_categories.csv,233,233,1,retail_shopping
tire_repair_shop,PURCHASE,tire repair shop,citybehavex/category/unique_categories.csv,18,18,1,retail_shopping
tobacco_shop,PURCHASE,tobacco shop,citybehavex/category/unique_categories.csv,367,367,1,retail_shopping
toy_store,PURCHASE,toy store,citybehavex/category/unique_categories.csv,421,421,1,retail_shopping
trophy_shop,PURCHASE,trophy shop,citybehavex/category/unique_categories.csv,17,17,1,retail_shopping
uniform_store,PURCHASE,uniform store,citybehavex/category/unique_categories.csv,27,27,1,retail_shopping
used_bookstore,PURCHASE,used bookstore,citybehavex/category/unique_categories.csv,4,4,1,retail_shopping
video_game_store,PURCHASE,video game store,citybehavex/category/unique_categories.csv,159,159,1,retail_shopping
vinyl_record_store,PURCHASE,vinyl record store,citybehavex/category/unique_categories.csv,18,18,1,retail_shopping
watch_store,PURCHASE,watch store,citybehavex/category/unique_categories.csv,39,39,1,retail_shopping
wholesale_store,PURCHASE,wholesale store,citybehavex/category/unique_categories.csv,447,447,1,retail_shopping
wig_store,PURCHASE,wig store,citybehavex/category/unique_categories.csv,37,37,1,retail_shopping
womens_clothing_store,PURCHASE,womens clothing store,citybehavex/category/unique_categories.csv,1650,1650,1,retail_shopping
amateur_sports_league,LEISURE,amateur sports league,citybehavex/category/unique_categories.csv,30,30,1,sports_fitness
atv_recreation_park,LEISURE,atv recreation park,citybehavex/category/unique_categories.csv,1,1,1,sports_fitness
baseball_stadium,LEISURE,baseball stadium,citybehavex/category/unique_categories.csv,2,2,1,sports_fitness
basketball_stadium,LEISURE,basketball stadium,citybehavex/category/unique_categories.csv,7,7,1,sports_fitness
boxing_gym,LEISURE,boxing gym,citybehavex/category/unique_categories.csv,4,4,0,sports_fitness
country_dance_hall,LEISURE,country dance hall,citybehavex/category/unique_categories.csv,2,2,1,sports_fitness
dance_club,LEISURE,dance club,citybehavex/category/unique_categories.csv,517,517,1,sports_fitness
dance_wear,OTHER,dance wear,citybehavex/category/unique_categories.csv,1,1,1,sports_fitness
esports_league,LEISURE,esports league,citybehavex/category/unique_categories.csv,4,4,1,sports_fitness
fitness_trainer,LEISURE,fitness trainer,citybehavex/category/unique_categories.csv,338,338,1,sports_fitness
football_stadium,LEISURE,football stadium,citybehavex/category/unique_categories.csv,34,34,1,sports_fitness
golf_cart_dealer,LEISURE,golf cart dealer,citybehavex/category/unique_categories.csv,3,3,1,sports_fitness
golf_club,LEISURE,golf club,citybehavex/category/unique_categories.csv,2,2,1,sports_fitness
golf_course,LEISURE,golf course,citybehavex/category/unique_categories.csv,129,129,1,sports_fitness
golf_instructor,LEISURE,golf instructor,citybehavex/category/unique_categories.csv,11,11,1,sports_fitness
gym,LEISURE,gym,citybehavex/category/unique_categories.csv,2913,2913,0,sports_fitness
gymnastics_center,LEISURE,gymnastics center,citybehavex/category/unique_categories.csv,107,107,1,sports_fitness
hockey_arena,LEISURE,hockey arena,citybehavex/category/unique_categories.csv,1,1,1,sports_fitness
kids_recreation_and_party,LEISURE,kids recreation and party,citybehavex/category/unique_categories.csv,28,28,1,sports_fitness
martial_arts_club,LEISURE,martial arts club,citybehavex/category/unique_categories.csv,860,860,1,sports_fitness
miniature_golf_course,LEISURE,miniature golf course,citybehavex/category/unique_categories.csv,4,4,1,sports_fitness
pilates_studio,LEISURE,pilates studio,citybehavex/category/unique_categories.csv,179,179,1,sports_fitness
professional_sports_league,LEISURE,professional sports league,citybehavex/category/unique_categories.csv,6,6,1,sports_fitness
recreational_vehicle_dealer,PURCHASE,recreational vehicle dealer,citybehavex/category/unique_categories.csv,11,11,1,sports_fitness
rock_climbing_gym,LEISURE,rock climbing gym,citybehavex/category/unique_categories.csv,7,7,0,sports_fitness
rock_climbing_spot,LEISURE,rock climbing spot,citybehavex/category/unique_categories.csv,64,64,0,sports_fitness
rugby_stadium,LEISURE,rugby stadium,citybehavex/category/unique_categories.csv,12,12,1,sports_fitness
skate_park,LEISURE,skate park,citybehavex/category/unique_categories.csv,46,46,1,sports_fitness
soccer_stadium,LEISURE,soccer stadium,citybehavex/category/unique_categories.csv,55,55,1,sports_fitness
sporting_goods,PURCHASE,sporting goods,citybehavex/category/unique_categories.csv,551,551,1,sports_fitness
sports_and_fitness_instruction,LEISURE,sports and fitness instruction,citybehavex/category/unique_categories.csv,110,110,1,sports_fitness
sports_and_recreation_venue,LEISURE,sports and recreation venue,citybehavex/category/unique_categories.csv,874,874,1,sports_fitness
sports_club_and_league,LEISURE,sports club and league,citybehavex/category/unique_categories.csv,1502,1502,1,sports_fitness
sports_medicine,HEALTH,sports medicine,citybehavex/category/unique_categories.csv,23,23,1,sports_fitness
sports_psychologist,HEALTH,sports psychologist,citybehavex/category/unique_categories.csv,1,1,1,sports_fitness
sports_wear,PURCHASE,sports wear,citybehavex/category/unique_categories.csv,127,127,1,sports_fitness
stadium_arena,LEISURE,stadium arena,citybehavex/category/unique_categories.csv,733,733,1,sports_fitness
swimming_instructor,OTHER,swimming instructor,citybehavex/category/unique_categories.csv,20,20,1,sports_fitness
swimming_pool,LEISURE,swimming pool,citybehavex/category/unique_categories.csv,405,405,1,sports_fitness
table_tennis_club,OTHER,table tennis club,citybehavex/category/unique_categories.csv,8,8,1,sports_fitness
tennis_court,LEISURE,tennis court,citybehavex/category/unique_categories.csv,375,375,1,sports_fitness
tennis_stadium,LEISURE,tennis stadium,citybehavex/category/unique_categories.csv,18,18,1,sports_fitness
track_stadium,LEISURE,track stadium,citybehavex/category/unique_categories.csv,10,10,1,sports_fitness
transportation,OTHER,transportation,citybehavex/category/unique_categories.csv,1486,1486,15,sports_fitness
yoga_studio,LEISURE,yoga studio,citybehavex/category/unique_categories.csv,486,486,1,sports_fitness
accommodation,OTHER,accommodation,citybehavex/category/unique_categories.csv,486,486,0,transport_travel
airline,OTHER,airline,citybehavex/category/unique_categories.csv,60,60,0,transport_travel
airlines,OTHER,airlines,citybehavex/category/unique_categories.csv,18,18,0,transport_travel
airport,OTHER,airport,citybehavex/category/unique_categories.csv,351,351,0,transport_travel
airport_lounge,OTHER,airport lounge,citybehavex/category/unique_categories.csv,48,48,0,transport_travel
airport_shuttles,PURCHASE,airport shuttles,citybehavex/category/unique_categories.csv,37,37,0,transport_travel
airport_terminal,OTHER,airport terminal,citybehavex/category/unique_categories.csv,59,59,0,transport_travel
bus_station,OTHER,bus station,citybehavex/category/unique_categories.csv,85,85,1,transport_travel
bus_tours,LEISURE,bus tours,citybehavex/category/unique_categories.csv,12,12,1,transport_travel
business,WORK,business,citybehavex/category/unique_categories.csv,971,971,1,transport_travel
business_advertising,WORK,business advertising,citybehavex/category/unique_categories.csv,155,155,1,transport_travel
business_brokers,OTHER,business brokers,citybehavex/category/unique_categories.csv,12,12,1,transport_travel
business_consulting,WORK,business consulting,citybehavex/category/unique_categories.csv,88,88,1,transport_travel
business_manufacturing_and_supply,PURCHASE,business manufacturing and supply,citybehavex/category/unique_categories.csv,667,667,1,transport_travel
dog_trainer,PURCHASE,dog trainer,citybehavex/category/unique_categories.csv,117,117,1,transport_travel
ev_charging_station,OTHER,ev charging station,citybehavex/category/unique_categories.csv,5,5,1,transport_travel
gas_station,PURCHASE,gas station,citybehavex/category/unique_categories.csv,2009,2009,1,transport_travel
horse_trainer,PURCHASE,horse trainer,citybehavex/category/unique_categories.csv,6,6,1,transport_travel
hotel,LEISURE,hotel,citybehavex/category/unique_categories.csv,5972,5972,1,transport_travel
light_rail_and_subway_stations,OTHER,light rail and subway stations,citybehavex/category/unique_categories.csv,13,13,1,transport_travel
metro_station,OTHER,metro station,citybehavex/category/unique_categories.csv,265,265,1,transport_travel
oil_change_station,OTHER,oil change station,citybehavex/category/unique_categories.csv,4,4,1,transport_travel
radio_station,WORK,radio station,citybehavex/category/unique_categories.csv,81,81,1,transport_travel
railroad_freight,PURCHASE,railroad freight,citybehavex/category/unique_categories.csv,33,33,1,transport_travel
taxidermist,PURCHASE,taxidermist,citybehavex/category/unique_categories.csv,1,1,0,transport_travel
television_station,WORK,television station,citybehavex/category/unique_categories.csv,24,24,1,transport_travel
train_station,OTHER,train station,citybehavex/category/unique_categories.csv,1349,1349,1,transport_travel
travel,LEISURE,travel,citybehavex/category/unique_categories.csv,365,365,1,transport_travel
travel_agents,PURCHASE,travel agents,citybehavex/category/unique_categories.csv,297,297,1,transport_travel
truck_gas_station,PURCHASE,truck gas station,citybehavex/category/unique_categories.csv,98,98,1,transport_travel
weather_station,OTHER,weather station,citybehavex/category/unique_categories.csv,1,1,1,transport_travel
advertising_agency,WORK,advertising agency,citybehavex/category/unique_categories.csv,2157,2157,1,work_industry
agriculture,WORK,agriculture,citybehavex/category/unique_categories.csv,87,87,0,work_industry
aircraft_manufacturer,WORK,aircraft manufacturer,citybehavex/category/unique_categories.csv,1,1,1,work_industry
appliance_manufacturer,WORK,appliance manufacturer,citybehavex/category/unique_categories.csv,119,119,1,work_industry
auto_company,WORK,auto company,citybehavex/category/unique_categories.csv,97,97,1,work_industry
auto_manufacturers_and_distributors,WORK,auto manufacturers and distributors,citybehavex/category/unique_categories.csv,32,32,1,work_industry
bags_luggage_company,WORK,bags luggage company,citybehavex/category/unique_categories.csv,25,25,1,work_industry
biotechnology_company,WORK,biotechnology company,citybehavex/category/unique_categories.csv,36,36,1,work_industry
bottled_water_company,WORK,bottled water company,citybehavex/category/unique_categories.csv,6,6,1,work_industry
building_contractor,PURCHASE,building contractor,citybehavex/category/unique_categories.csv,52,52,1,work_industry
business_office_supplies_and_stationery,PURCHASE,business office supplies and stationery,citybehavex/category/unique_categories.csv,93,93,1,work_industry
central_government_office,OTHER,central government office,citybehavex/category/unique_categories.csv,236,236,1,work_industry
chemical_plant,WORK,chemical plant,citybehavex/category/unique_categories.csv,61,61,0,work_industry
commercial_industrial,WORK,commercial industrial,citybehavex/category/unique_categories.csv,255,255,1,work_industry
computer_hardware_company,WORK,computer hardware company,citybehavex/category/unique_categories.csv,304,304,1,work_industry
contractor,PURCHASE,contractor,citybehavex/category/unique_categories.csv,2396,2396,1,work_industry
corporate_office,WORK,corporate office,citybehavex/category/unique_categories.csv,1342,1342,1,work_industry
dairy_farm,WORK,dairy farm,citybehavex/category/unique_categories.csv,6,6,1,work_industry
energy_company,WORK,energy company,citybehavex/category/unique_categories.csv,177,177,1,work_industry
farm,LEISURE,farm,citybehavex/category/unique_categories.csv,297,297,1,work_industry
ferry_boat_company,OTHER,ferry boat company,citybehavex/category/unique_categories.csv,4,4,1,work_industry
fish_farm,WORK,fish farm,citybehavex/category/unique_categories.csv,2,2,1,work_industry
flooring_contractors,PURCHASE,flooring contractors,citybehavex/category/unique_categories.csv,38,38,0,work_industry
glass_manufacturer,WORK,glass manufacturer,citybehavex/category/unique_categories.csv,23,23,1,work_industry
granite_supplier,PURCHASE,granite supplier,citybehavex/category/unique_categories.csv,13,13,1,work_industry
ice_supplier,PURCHASE,ice supplier,citybehavex/category/unique_categories.csv,2,2,1,work_industry
industrial_company,WORK,industrial company,citybehavex/category/unique_categories.csv,171,171,1,work_industry
industrial_equipment,WORK,industrial equipment,citybehavex/category/unique_categories.csv,597,597,1,work_industry
information_technology_company,WORK,information technology company,citybehavex/category/unique_categories.csv,653,653,1,work_industry
laboratory_equipment_supplier,PURCHASE,laboratory equipment supplier,citybehavex/category/unique_categories.csv,4,4,1,work_industry
local_and_state_government_offices,OTHER,local and state government offices,citybehavex/category/unique_categories.csv,2,2,1,work_industry
logging_contractor,PURCHASE,logging contractor,citybehavex/category/unique_categories.csv,1,1,1,work_industry
media_agency,WORK,media agency,citybehavex/category/unique_categories.csv,179,179,1,work_industry
media_news_company,WORK,media news company,citybehavex/category/unique_categories.csv,236,236,1,work_industry
metal_supplier,PURCHASE,metal supplier,citybehavex/category/unique_categories.csv,139,139,1,work_industry
motorcycle_manufacturer,WORK,motorcycle manufacturer,citybehavex/category/unique_categories.csv,7,7,1,work_industry
office_equipment,WORK,office equipment,citybehavex/category/unique_categories.csv,206,206,1,work_industry
paving_contractor,PURCHASE,paving contractor,citybehavex/category/unique_categories.csv,5,5,1,work_industry
plastic_company,WORK,plastic company,citybehavex/category/unique_categories.csv,4,4,1,work_industry
plastic_fabrication_company,WORK,plastic fabrication company,citybehavex/category/unique_categories.csv,27,27,1,work_industry
plastic_manufacturer,WORK,plastic manufacturer,citybehavex/category/unique_categories.csv,27,27,1,work_industry
political_party_office,WORK,political party office,citybehavex/category/unique_categories.csv,69,69,1,work_industry
post_office,OTHER,post office,citybehavex/category/unique_categories.csv,730,730,1,work_industry
poultry_farm,WORK,poultry farm,citybehavex/category/unique_categories.csv,4,4,1,work_industry
sightseeing_tour_agency,LEISURE,sightseeing tour agency,citybehavex/category/unique_categories.csv,65,65,1,work_industry
social_media_agency,WORK,social media agency,citybehavex/category/unique_categories.csv,32,32,1,work_industry
social_media_company,WORK,social media company,citybehavex/category/unique_categories.csv,6,6,1,work_industry
talent_agency,WORK,talent agency,citybehavex/category/unique_categories.csv,2,2,1,work_industry
telecommunications_company,WORK,telecommunications company,citybehavex/category/unique_categories.csv,454,454,1,work_industry
travel_company,WORK,travel company,citybehavex/category/unique_categories.csv,77,77,1,work_industry
urban_farm,WORK,urban farm,citybehavex/category/unique_categories.csv,32,32,1,work_industry
vending_machine_supplier,PURCHASE,vending machine supplier,citybehavex/category/unique_categories.csv,26,26,1,work_industry
warehouses,WORK,warehouses,citybehavex/category/unique_categories.csv,11,11,10,work_industry
water_supplier,OTHER,water supplier,citybehavex/category/unique_categories.csv,18,18,1,work_industry
