age_group,GParis survey (weighted),CityBehavEx generation,abs_pct_point_gap
16-25,16.781135165668324,23.41269841269841,6.631563247030087
26-45,37.91295358595769,65.07936507936508,27.166411493407388
46-65,32.07292186265347,11.11111111111111,20.961810751542362
66-80,13.23298938572052,0.3968253968253968,12.836163988895123
