job,GParis survey (weighted),CityBehavEx generation,abs_pct_point_gap
craftsman / tradesman / business owner,5.268261294512749,13.690476190476192,8.422214895963442
executive / senior intellectual profession,29.292967808338368,29.563492063492063,0.2705242551536955
intermediate profession,25.627236500852078,14.285714285714285,11.341522215137793
employee,30.433412729048044,27.976190476190478,2.457222252857566
worker,9.378121667248756,14.484126984126986,5.10600531687823
